"ASV","Comparison","log2FoldChange","padj","Enriched_in","Domain","Phylum","Class","Order","Family","Genus","Species"
"b444253f692e8742a0af1196c0d53759","FERM vs WO1",-2.98320314530345,6.37654287062168e-10,"WO1","d__Bacteria","p__Bacillota","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__[Ruminococcus]_gauvreauii_group",NA
"8a7cec6f999d576540582272c3e41c9b","FERM vs WO1",-1.39088936397157,0.00412032079687538,"WO1","d__Bacteria","p__Bacillota","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__[Ruminococcus]_gauvreauii_group",NA
"873a7f94ccffbc259f39407a63b9b6f1","FERM vs WO1",-3.23685985539173,1.97895444969166e-08,"WO1","d__Bacteria","p__Bacillota","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae",NA,NA
"5be40a4af36beb4ba46a48d43a3d5bc9","FERM vs WO1",-1.31327746697622,0.0101726585325036,"WO1","d__Bacteria","p__Bacillota","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae",NA,NA
"7b9c78a06049f7f35f0257ad264e2853","FERM vs WO1",-1.26718464836835,0.00650709837984647,"WO1","d__Bacteria","p__Bacillota","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Marvinbryantia",NA
"8f9454637e7bc77c046cf213e7adf3c4","FERM vs WO1",1.70305916142218,0.000537583430341148,"FERM","d__Bacteria","p__Bacillota","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Blautia",NA
"6f41de405f9e4b1b20b3c83585bd7910","FERM vs WO1",-5.14804964334949,6.29743992505744e-28,"WO1","d__Bacteria","p__Bacillota","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Blautia",NA
"bb7ef5ea354035f7874026906c86773b","FERM vs WO1",-6.31621312859049,2.28824878979986e-59,"WO1","d__Bacteria","p__Bacillota","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Blautia",NA
"4140832009bb61f6f4c306e1c26589a0","FERM vs WO1",-4.39776776927943,9.29769529799303e-19,"WO1","d__Bacteria","p__Bacillota","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Blautia",NA
"b7174bdb9a752ed1356bb228034c956c","FERM vs WO1",-1.62650386159714,0.000927767612952819,"WO1","d__Bacteria","p__Bacillota","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae",NA,NA
"510ccb75bff7570bfd8c4e69d372a0d6","FERM vs WO1",-1.23362998787292,0.0172049790196879,"WO1","d__Bacteria","p__Bacillota","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Mediterraneibacter",NA
"7669279b37ba949e1ebb9a785bcdcd3f","FERM vs WO1",2.49293173115963,2.3401157726453e-05,"FERM","d__Bacteria","p__Bacillota","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Butyrivibrio",NA
"767291f98745fef4fe9eb46d06c72e0a","FERM vs WO1",-1.62622961139573,0.000857495240193744,"WO1","d__Bacteria","p__Bacillota","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Lachnospiraceae_NK4A136_group",NA
"1187f4f4744824df4df00e7b301c27a4","FERM vs WO1",0.783179656919717,0.00158331627470644,"FERM","d__Bacteria","p__Bacillota","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Anaerostipes",NA
"86856c111afcc1bc7dbcbbad372df50d","FERM vs WO1",1.8910690212076,0.00011755711322718,"FERM","d__Bacteria","p__Bacillota","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__[Bacteroides]_pectinophilus_group",NA
"d887b1cf69189156634cc0c5ad21d303","FERM vs WO1",-2.37918003526438,9.16436143609896e-07,"WO1","d__Bacteria","p__Bacillota","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Lachnospira",NA
"2c2409400c8da577c3c067b5f5aa9f89","FERM vs WO1",1.22373971843754,0.0114021900057084,"FERM","d__Bacteria","p__Bacillota","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Lachnoclostridium",NA
"0dae804b45b15d08bcf254587ab47d32","FERM vs WO1",-6.26147560044571,5.35580401522923e-45,"WO1","d__Bacteria","p__Bacillota","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Fusicatenibacter",NA
"daa042970b0b21981baee8000836cd56","FERM vs VEG",-1.49539526314922,0.00548478489139573,"VEG","d__Bacteria","p__Thermodesulfobacteriota","c__Desulfovibrionia","o__Desulfovibrionales","f__Desulfovibrionaceae","g__Desulfovibrio",NA
"d6b2b12fd1d58e896e8035a2d5d88a61","FERM vs VEG",1.26313128872752,0.0156484043342209,"FERM","d__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Burkholderiales","f__Sutterellaceae","g__Parasutterella",NA
"0c0cbd41adf4f6144600a3afe6f7382b","FERM vs VEG",1.12283432800001,0.00810489052910867,"FERM","d__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Pseudomonadales","f__Pseudomonadaceae","g__Pseudomonas",NA
"cf03f77eac6572aa59d731c43f81e8db","FERM vs VEG",1.36641856587956,0.000887433321001546,"FERM","d__Bacteria","p__Pseudomonadota","c__Alphaproteobacteria","o__Acetobacterales","f__Acetobacteraceae","g__Acetobacter",NA
"85dddd2f4c331738f28161b37ea20db2","FERM vs VEG",1.90590491812893,0.00378280282078983,"FERM","d__Bacteria","p__Verrucomicrobiota","c__Verrucomicrobiia","o__Verrucomicrobiales","f__Akkermansiaceae","g__Akkermansia",NA
"ea14fdca2a53fb4e7ba30f41ac288515","FERM vs VEG",1.6373311423644,0.000165215251281415,"FERM","d__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__Bacillaceae","g__Weizmannia",NA
"a721bc4969806bb221cdc5111b634e5b","FERM vs VEG",1.80653200709639,0.000558755378097863,"FERM","d__Bacteria","p__Bacillota","c__Bacilli","o__Lactobacillales","f__Lactobacillaceae","g__Lacticaseibacillus",NA
"01f593727711cfe87261cea2c7cfa956","FERM vs VEG",1.15600486799533,0.0160933530384928,"FERM","d__Bacteria","p__Bacillota","c__Bacilli","o__Lactobacillales","f__Lactobacillaceae","g__Lactiplantibacillus",NA
"3fd7adac7ebd032950f9f012a0c3d501","FERM vs VEG",1.22638126506589,0.00443434441039938,"FERM","d__Bacteria","p__Bacillota","c__Bacilli","o__Lactobacillales","f__Lactobacillaceae","g__Leuconostoc",NA
"83976edc1f71a034e160145e55f0b01a","FERM vs VEG",-1.06319886747835,0.0402829834812628,"VEG","d__Bacteria","p__Actinomycetota","c__Coriobacteriia","o__Coriobacteriales","f__Eggerthellaceae","g__CHKCI002",NA
"a17368aea12c7b5a6e2663b22724f48a","FERM vs VEG",1.60186436004374,0.00251769572287883,"FERM","d__Bacteria","p__Bacillota","c__Bacilli","o__RF39","f__Incertae_Sedis","g__Incertae_Sedis",NA
"f34232abe53fd35640f440275a585503","FERM vs VEG",1.25447211249203,0.0156484043342209,"FERM","d__Bacteria","p__Cyanobacteriota","c__Vampirivibrionia","o__Gastranaerophilales","f__Gastranaerophilaceae","g__Zag_111",NA
"db237d14b271a32bad6f12b06b88373e","FERM vs VEG",-3.39176547420651,1.08699281906781e-09,"VEG","d__Bacteria","p__Cyanobacteriota","c__Vampirivibrionia","o__Gastranaerophilales","f__Gastranaerophilaceae","g__Zag_111",NA
"68b85322b15f20338f6c0d94e70cb7e9","FERM vs VEG",1.51819655316472,0.00535148745731771,"FERM","d__Bacteria","p__Bacillota","c__Bacilli","o__Erysipelotrichales","f__Erysipelotrichaceae","g__Catenisphaera",NA
"8e5eac3879e8a0e1ac2dbb7c2adf5400","FERM vs VEG",-1.34157845757455,0.0134241594210692,"VEG","d__Bacteria","p__Bacillota","c__Bacilli","o__Erysipelotrichales","f__Erysipelatoclostridiaceae","g__Asteroleplasma",NA
"56b61b7a91af3ead8aa36a4cf61724f9","FERM vs VEG",-1.42806886263418,0.00443434441039938,"VEG","d__Bacteria","p__Bacillota","c__Bacilli","o__Erysipelotrichales","f__Erysipelatoclostridiaceae","g__Coprobacillus",NA
"168fed4de50d02ba725346ec469cabf5","FERM vs VEG",-1.07379997589733,0.0265752034280045,"VEG","d__Bacteria","p__Bacillota","c__Clostridia","o__Peptostreptococcales-Tissierellales","f__Anaerovoracaceae","g__Family_XIII_AD3011_group",NA
"a1f74bd479f229b0c79da009b3d67d17","FERM vs VEG",1.39668681805644,0.0361070979917382,"FERM","d__Bacteria","p__Bacillota","c__Clostridia","o__Clostridia_UCG-014","f__Incertae_Sedis","g__Incertae_Sedis",NA
"1de60165b280162a3a7cff001efeeeb5","FERM vs VEG",1.96896646965114,0.00061302458985912,"FERM","d__Bacteria","p__Bacillota","c__Clostridia","o__Clostridia_UCG-014","f__Incertae_Sedis","g__Incertae_Sedis",NA
"21ed86c61a2b9a9602c64fe4cf1afb30","FERM vs VEG",1.14496524500576,0.0222828862772985,"FERM","d__Bacteria","p__Bacillota","c__Clostridia","o__Oscillospirales","f__Oscillospiraceae","g__UCG-005",NA
"0432c55d713395f5332f295200340a58","FERM vs VEG",1.15758783096093,0.0338065938335126,"FERM","d__Bacteria","p__Bacillota","c__Clostridia","o__Incertae_Sedis","f__Incertae_Sedis","g__Incertae_Sedis",NA
"4e38088c903ab62e29182333101c545f","FERM vs VEG",1.24455414093795,0.0157488790371025,"FERM","d__Bacteria","p__Bacillota","c__Clostridia",NA,NA,NA,NA
"93eb4290d8b8208bfe15bf66625ddc97","FERM vs VEG",1.48429235763574,0.0156484043342209,"FERM","d__Bacteria","p__Bacillota","c__Clostridia","o__Clostridiales","f__Clostridiaceae","g__Clostridium",NA
"b73b8200705cb907a6275f7c535ea2bb","FERM vs VEG",2.50146607074078,2.53118444974187e-05,"FERM","d__Bacteria","p__Bacillota","c__Clostridia","o__Oscillospirales","f__Ruminococcaceae","g__Ruminococcus",NA
"f2dd26c7557112219a91644d4a751b53","FERM vs VEG",2.53195253528377,0.000806330219817382,"FERM","d__Bacteria","p__Bacillota","c__Clostridia","o__Oscillospirales","f__Ruminococcaceae","g__Ruminococcus",NA
"ce1fe225b339277c4e93586503d8cb52","FERM vs VEG",-1.54168502810651,0.0102119681128337,"VEG","d__Bacteria","p__Bacillota","c__Clostridia","o__Oscillospirales","f__[Eubacterium]_coprostanoligenes_group","g__Incertae_Sedis",NA
"615a01ab85c2379413845b2879c10a30","FERM vs VEG",-1.51680877435899,0.00548478489139573,"VEG","d__Bacteria","p__Bacillota","c__Clostridia","o__Oscillospirales","f__Ruminococcaceae","g__Faecalibacterium",NA
"12842c74e3bf28e8f09a9e80e5e2e408","FERM vs VEG",-1.9396297306538,0.0361070979917382,"VEG","d__Bacteria","p__Bacillota","c__Clostridia","o__Oscillospirales","f__Ruminococcaceae","g__CAG-352",NA
"deabd3fbd7a2e2ab38209993b1ff7604","FERM vs VEG",-1.57758374667911,0.00263992036483447,"VEG","d__Bacteria","p__Bacillota","c__Clostridia","o__Oscillospirales","f__Ruminococcaceae","g__Acutalibacter",NA
"2d4a76a5267eea562e9dd730dd1e7fd8","FERM vs VEG",-1.37756300814981,0.0107496687880701,"VEG","d__Bacteria","p__Bacillota","c__Clostridia","o__Oscillospirales","f__Ruminococcaceae","g__Ruminococcus",NA
"dbc3f2aaa280a6677996d7f306305be4","FERM vs VEG",1.6216627732215,0.00279553233063831,"FERM","d__Bacteria","p__Bacillota","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae",NA,NA
"660378a662a5d9018bba6c18763d67b9","FERM vs VEG",1.50702733115946,0.00360014054122639,"FERM","d__Bacteria","p__Bacillota","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae",NA,NA
"dbe5ad55b08be7571f93504e5218b269","FERM vs VEG",1.21976820637681,0.0275135770273364,"FERM","d__Bacteria","p__Bacillota","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Coprococcus",NA
"f24578abbb916ac546bc296dd2986836","FERM vs VEG",1.68920132273759,0.0211868769963944,"FERM","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Prevotellaceae","g__Segatella",NA
"a154b116beaf5e52de7e7128714e1037","FERM vs VEG",2.29586447986494,0.0102119681128337,"FERM","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Prevotellaceae","g__Segatella",NA
"b33ce322e47be952fec3476cca4d743e","FERM vs VEG",-1.65442505107734,0.00221734835036376,"VEG","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Prevotellaceae","g__Segatella",NA
"60c3073ef049a377e3ec7a53872e0b91","FERM vs VEG",1.07766802452331,0.0374429188636373,"FERM","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Marinifilaceae","g__Butyricimonas",NA
"126530813e79c98c5781e834fccaa33c","FERM vs VEG",-1.14232568278528,0.0422122701098988,"VEG","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Marinifilaceae","g__Odoribacter",NA
"0bda657c0d316a74aab0eb6100a8181a","FERM vs VEG",-1.53122278282408,0.0031366753195982,"VEG","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Barnesiellaceae","g__Barnesiella",NA
"604e7ca8aef991eee4be792d8c1b7be0","FERM vs VEG",1.18287302709456,0.0294212257439863,"FERM","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Bacteroidaceae","g__Bacteroides",NA
"acaa288157e896442cec0d66c9d2a56c","FERM vs VEG",-1.54047161255384,0.00443434441039938,"VEG","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Bacteroidaceae","g__Bacteroides",NA
"e9df9ed5f38ab71f197ad176b5927184","FERM vs VEG",-1.45113026940784,0.00443434441039938,"VEG","d__Bacteria","p__Bacillota","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Dorea",NA
"6482c02ca41d543fdbd8f41534eb3de6","FERM vs VEG",1.07642185254283,0.0374429188636373,"FERM","d__Bacteria","p__Bacillota","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Dorea",NA
"06a398214f48c3828abb76379a568a8f","FERM vs VEG",-1.16580448503764,0.0245655598647133,"VEG","d__Bacteria","p__Bacillota","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Dorea",NA
"bc785685d6305d342fcd697689d66767","FERM vs VEG",1.23957704563215,0.027585576664695,"FERM","d__Bacteria","p__Bacillota","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae",NA,NA
"0884f906d395c2d5aec4e6ca3b196924","FERM vs VEG",1.73479665528469,0.00167239481479151,"FERM","d__Bacteria","p__Bacillota","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Blautia",NA
"b7db7f06d081c70ccc6b990ad2731917","FERM vs VEG",-1.26216175356826,0.0211868769963944,"VEG","d__Bacteria","p__Bacillota","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Blautia",NA
"8f9454637e7bc77c046cf213e7adf3c4","FERM vs VEG",1.70327354814495,0.00167239481479151,"FERM","d__Bacteria","p__Bacillota","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Blautia",NA
"e12818528384cc83de2decfdc8749c81","FERM vs VEG",-1.04706261346759,0.0432960918129493,"VEG","d__Bacteria","p__Bacillota","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Blautia",NA
"c9311d50f95f0bb7770d526587bc882f","FERM vs VEG",-1.35893784920382,0.0102119681128337,"VEG","d__Bacteria","p__Bacillota","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae",NA,NA
"815cbc8e77041cbaab0ad79b7d3f3dcf","FERM vs VEG",-1.70409058693619,0.00158227034806278,"VEG","d__Bacteria","p__Bacillota","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Anaerostipes",NA
"1187f4f4744824df4df00e7b301c27a4","FERM vs VEG",0.943622652133643,0.00167239481479151,"FERM","d__Bacteria","p__Bacillota","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Anaerostipes",NA
"e2af01f774d740d5f2f86ee4b594803f","FERM vs VEG",-1.24990216948938,0.0217399043295212,"VEG","d__Bacteria","p__Bacillota","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Mediterraneibacter",NA
