"Taxon","Comparison","log2FoldChange","padj","Enriched_in"
"07340fc4f24fd8f85fa12cc09e548c88","FERM vs WO1",-1.55338450533005,0.00129291020676643,"WO1"
"945ba6f64150e765d2c374be5998ce07","FERM vs WO1",1.08219244392598,0.0316694095791804,"FERM"
"a1f74bd479f229b0c79da009b3d67d17","FERM vs WO1",1.76197135061939,0.0011881357834899,"FERM"
"99f7da01b80c19c0e0d1b6e4043852da","FERM vs WO1",1.01575426838691,0.032553107421596,"FERM"
"e4233d81e6e316b9303460a3da122782","FERM vs WO1",1.01360141019429,0.0483738134562794,"FERM"
"70d4378622000c2791b218e0a4bee1c0","FERM vs WO1",1.79234238913238,0.00650709837984647,"FERM"
"b73b8200705cb907a6275f7c535ea2bb","FERM vs WO1",1.54081147577281,0.0162353799967468,"FERM"
"f2dd26c7557112219a91644d4a751b53","FERM vs WO1",2.10818133156327,0.00332672951209733,"FERM"
"a3c00a2761ff1f5f5f1ee12c51cc11fd","FERM vs WO1",-4.12343704868361,7.95682722163853e-16,"WO1"
"e3234bd41c2aa9c202453a1efcc61124","FERM vs WO1",-1.11424629042829,0.0397547110070086,"WO1"
"b8bd809a5067de74044bd75aa82333ad","FERM vs WO1",1.49358809963696,0.00222058926029519,"FERM"
"dac1cb1994d7c55fc1df3eadbc3736e5","FERM vs WO1",-1.10287835320733,0.0272364797716012,"WO1"
"6087fea04b15aba47e88558b56a45b47","FERM vs WO1",-5.33796395582517,1.46241394142007e-24,"WO1"
"67fa67802d0de7ba461efa3ef7b52f50","FERM vs WO1",-4.32349263753589,8.91885074910425e-17,"WO1"
"d62f8db43fe2edf6028e61030f4666b2","FERM vs WO1",-1.66452228972946,0.0244640439651799,"WO1"
"6aef80ec5cce99bc1399242539dabc47","FERM vs WO1",1.22139668172914,0.0159703305213103,"FERM"
"23c1f4252354beef3a21f125919a6fb9","FERM vs WO1",-2.06942332394708,3.81197891894119e-05,"WO1"
"deabd3fbd7a2e2ab38209993b1ff7604","FERM vs WO1",-1.6247731448163,0.00052130573527724,"WO1"
"dbc3f2aaa280a6677996d7f306305be4","FERM vs WO1",1.38314767568074,0.0108496904379133,"FERM"
"d73f3a7a414a0faea221cbf183c3b5eb","FERM vs WO1",1.5252788713178,0.00599231378096917,"FERM"
"70d27b4fd0958106905f7b9894ec524c","FERM vs WO1",-1.59562961324633,0.0189202870333045,"WO1"
"60c3073ef049a377e3ec7a53872e0b91","FERM vs WO1",1.07813202784446,0.02726204393738,"FERM"
"860dd6a81bdf00478bde28dee735c1bf","FERM vs WO1",-1.48450590315788,0.00183355159025711,"WO1"
"31760b17e6d0bd30b881d7b3958812b9","FERM vs WO1",2.10520067709148,3.44720428337028e-05,"FERM"
"8112aada0285492d5e374b91ae970197","FERM vs WO1",-1.18199490943887,0.0207643790341675,"WO1"
"37af311c83f5e181524a4b9b0e9d8e47","FERM vs WO1",-4.5662132490726,7.76806270364754e-18,"WO1"
"eeb661ccb68faf90ae2231b415de5595","FERM vs WO1",-2.29828403845909,6.07691630875291e-06,"WO1"
"01d272c52be4b28e07e28dce19e0985c","FERM vs WO1",-1.86726703361807,6.93150828585676e-05,"WO1"
"5d9e4045a8d509fc1c37beac49f5d228","FERM vs WO1",-3.44494558326938,3.16383115693886e-12,"WO1"
"8f6117814d0309ac26a638a0c2cf898c","FERM vs WO1",-1.71796289229036,0.000336557675380686,"WO1"
"4c6b43eac040f76ac550f21b5f1cf239","FERM vs WO1",-5.40102520520166,2.38057519822698e-26,"WO1"
"98d28ee1ef8b0548acbbf7922f1cb1da","FERM vs WO1",1.72432865858652,0.0106005444066517,"FERM"
"fbe5cf465b665e7293b396c4e0ae8acb","FERM vs WO1",-4.12575421982969,3.61201532341934e-16,"WO1"
"f3eff42a34d274b33a2a055b7de16792","FERM vs WO1",1.49858481980878,0.00324273709097574,"FERM"
"6d11026babbcd9f978ab80a6226ba959","FERM vs WO1",-6.74942685691418,7.20576982672336e-52,"WO1"
"a3fb31c18a839a033169852829d51047","FERM vs WO1",-5.48211860718869,4.40320977291468e-23,"WO1"
"6482c02ca41d543fdbd8f41534eb3de6","FERM vs WO1",1.10943618653663,0.0215489001013198,"FERM"
"c4189ce3abe7ac358660c55f541fcfaa","FERM vs WO1",-3.81699009636098,4.4114822051865e-15,"WO1"
"b5f3e875d56726690ae2f390c8024320","FERM vs WO1",-1.04844487207849,0.0400467220900436,"WO1"
"4f17c6758a51ab194aef089e1e3e1767","FERM vs WO1",-6.26449247730626,1.61653211587054e-41,"WO1"
"59fee6981e3ef5b1cd87108c87b53161","FERM vs WO1",-1.17833030633675,0.0215489001013198,"WO1"
"827af2885c9821ec1c928a354434a9c4","FERM vs WO1",-1.13839018905624,0.0336109467452125,"WO1"
"e14bd777249ce631a449ff8c45264346","FERM vs WO1",-1.51766940720878,0.00215402985614264,"WO1"
"cee8e1db08461cd40295dd27d37061e1","FERM vs WO1",-1.1228694098414,0.0295767188422608,"WO1"
"643944af378ec22dcc75e03c889a2c07","FERM vs WO1",-4.3874465200496,3.22497981676164e-20,"WO1"
"68d57be56fd6e12a28bad69cc3f4a45d","FERM vs WO1",-7.29419585777047,2.54473365727391e-99,"WO1"
"b444253f692e8742a0af1196c0d53759","FERM vs WO1",-2.98320314530345,6.37654287062168e-10,"WO1"
"8a7cec6f999d576540582272c3e41c9b","FERM vs WO1",-1.39088936397157,0.00412032079687538,"WO1"
"873a7f94ccffbc259f39407a63b9b6f1","FERM vs WO1",-3.23685985539173,1.97895444969166e-08,"WO1"
"5be40a4af36beb4ba46a48d43a3d5bc9","FERM vs WO1",-1.31327746697622,0.0101726585325036,"WO1"
"7b9c78a06049f7f35f0257ad264e2853","FERM vs WO1",-1.26718464836835,0.00650709837984647,"WO1"
"8f9454637e7bc77c046cf213e7adf3c4","FERM vs WO1",1.70305916142218,0.000537583430341148,"FERM"
"6f41de405f9e4b1b20b3c83585bd7910","FERM vs WO1",-5.14804964334949,6.29743992505744e-28,"WO1"
"bb7ef5ea354035f7874026906c86773b","FERM vs WO1",-6.31621312859049,2.28824878979986e-59,"WO1"
"4140832009bb61f6f4c306e1c26589a0","FERM vs WO1",-4.39776776927943,9.29769529799303e-19,"WO1"
"b7174bdb9a752ed1356bb228034c956c","FERM vs WO1",-1.62650386159714,0.000927767612952819,"WO1"
"510ccb75bff7570bfd8c4e69d372a0d6","FERM vs WO1",-1.23362998787292,0.0172049790196879,"WO1"
"7669279b37ba949e1ebb9a785bcdcd3f","FERM vs WO1",2.49293173115963,2.3401157726453e-05,"FERM"
"767291f98745fef4fe9eb46d06c72e0a","FERM vs WO1",-1.62622961139573,0.000857495240193744,"WO1"
"1187f4f4744824df4df00e7b301c27a4","FERM vs WO1",0.783179656919717,0.00158331627470644,"FERM"
"86856c111afcc1bc7dbcbbad372df50d","FERM vs WO1",1.8910690212076,0.00011755711322718,"FERM"
"d887b1cf69189156634cc0c5ad21d303","FERM vs WO1",-2.37918003526438,9.16436143609896e-07,"WO1"
"2c2409400c8da577c3c067b5f5aa9f89","FERM vs WO1",1.22373971843754,0.0114021900057084,"FERM"
"0dae804b45b15d08bcf254587ab47d32","FERM vs WO1",-6.26147560044571,5.35580401522923e-45,"WO1"
"daa042970b0b21981baee8000836cd56","FERM vs VEG",-1.49539526314922,0.00548478489139573,"VEG"
"d6b2b12fd1d58e896e8035a2d5d88a61","FERM vs VEG",1.26313128872752,0.0156484043342209,"FERM"
"0c0cbd41adf4f6144600a3afe6f7382b","FERM vs VEG",1.12283432800001,0.00810489052910867,"FERM"
"cf03f77eac6572aa59d731c43f81e8db","FERM vs VEG",1.36641856587956,0.000887433321001546,"FERM"
"85dddd2f4c331738f28161b37ea20db2","FERM vs VEG",1.90590491812893,0.00378280282078983,"FERM"
"ea14fdca2a53fb4e7ba30f41ac288515","FERM vs VEG",1.6373311423644,0.000165215251281415,"FERM"
"a721bc4969806bb221cdc5111b634e5b","FERM vs VEG",1.80653200709639,0.000558755378097863,"FERM"
"01f593727711cfe87261cea2c7cfa956","FERM vs VEG",1.15600486799533,0.0160933530384928,"FERM"
"3fd7adac7ebd032950f9f012a0c3d501","FERM vs VEG",1.22638126506589,0.00443434441039938,"FERM"
"83976edc1f71a034e160145e55f0b01a","FERM vs VEG",-1.06319886747835,0.0402829834812628,"VEG"
"a17368aea12c7b5a6e2663b22724f48a","FERM vs VEG",1.60186436004374,0.00251769572287883,"FERM"
"f34232abe53fd35640f440275a585503","FERM vs VEG",1.25447211249203,0.0156484043342209,"FERM"
"db237d14b271a32bad6f12b06b88373e","FERM vs VEG",-3.39176547420651,1.08699281906781e-09,"VEG"
"68b85322b15f20338f6c0d94e70cb7e9","FERM vs VEG",1.51819655316472,0.00535148745731771,"FERM"
"8e5eac3879e8a0e1ac2dbb7c2adf5400","FERM vs VEG",-1.34157845757455,0.0134241594210692,"VEG"
"56b61b7a91af3ead8aa36a4cf61724f9","FERM vs VEG",-1.42806886263418,0.00443434441039938,"VEG"
"168fed4de50d02ba725346ec469cabf5","FERM vs VEG",-1.07379997589733,0.0265752034280045,"VEG"
"a1f74bd479f229b0c79da009b3d67d17","FERM vs VEG",1.39668681805644,0.0361070979917382,"FERM"
"1de60165b280162a3a7cff001efeeeb5","FERM vs VEG",1.96896646965114,0.00061302458985912,"FERM"
"21ed86c61a2b9a9602c64fe4cf1afb30","FERM vs VEG",1.14496524500576,0.0222828862772985,"FERM"
"0432c55d713395f5332f295200340a58","FERM vs VEG",1.15758783096093,0.0338065938335126,"FERM"
"4e38088c903ab62e29182333101c545f","FERM vs VEG",1.24455414093795,0.0157488790371025,"FERM"
"93eb4290d8b8208bfe15bf66625ddc97","FERM vs VEG",1.48429235763574,0.0156484043342209,"FERM"
"b73b8200705cb907a6275f7c535ea2bb","FERM vs VEG",2.50146607074078,2.53118444974187e-05,"FERM"
"f2dd26c7557112219a91644d4a751b53","FERM vs VEG",2.53195253528377,0.000806330219817382,"FERM"
"ce1fe225b339277c4e93586503d8cb52","FERM vs VEG",-1.54168502810651,0.0102119681128337,"VEG"
"615a01ab85c2379413845b2879c10a30","FERM vs VEG",-1.51680877435899,0.00548478489139573,"VEG"
"12842c74e3bf28e8f09a9e80e5e2e408","FERM vs VEG",-1.9396297306538,0.0361070979917382,"VEG"
"deabd3fbd7a2e2ab38209993b1ff7604","FERM vs VEG",-1.57758374667911,0.00263992036483447,"VEG"
"2d4a76a5267eea562e9dd730dd1e7fd8","FERM vs VEG",-1.37756300814981,0.0107496687880701,"VEG"
"dbc3f2aaa280a6677996d7f306305be4","FERM vs VEG",1.6216627732215,0.00279553233063831,"FERM"
"660378a662a5d9018bba6c18763d67b9","FERM vs VEG",1.50702733115946,0.00360014054122639,"FERM"
"dbe5ad55b08be7571f93504e5218b269","FERM vs VEG",1.21976820637681,0.0275135770273364,"FERM"
"f24578abbb916ac546bc296dd2986836","FERM vs VEG",1.68920132273759,0.0211868769963944,"FERM"
"a154b116beaf5e52de7e7128714e1037","FERM vs VEG",2.29586447986494,0.0102119681128337,"FERM"
"b33ce322e47be952fec3476cca4d743e","FERM vs VEG",-1.65442505107734,0.00221734835036376,"VEG"
"60c3073ef049a377e3ec7a53872e0b91","FERM vs VEG",1.07766802452331,0.0374429188636373,"FERM"
"126530813e79c98c5781e834fccaa33c","FERM vs VEG",-1.14232568278528,0.0422122701098988,"VEG"
"0bda657c0d316a74aab0eb6100a8181a","FERM vs VEG",-1.53122278282408,0.0031366753195982,"VEG"
"604e7ca8aef991eee4be792d8c1b7be0","FERM vs VEG",1.18287302709456,0.0294212257439863,"FERM"
"acaa288157e896442cec0d66c9d2a56c","FERM vs VEG",-1.54047161255384,0.00443434441039938,"VEG"
"e9df9ed5f38ab71f197ad176b5927184","FERM vs VEG",-1.45113026940784,0.00443434441039938,"VEG"
"6482c02ca41d543fdbd8f41534eb3de6","FERM vs VEG",1.07642185254283,0.0374429188636373,"FERM"
"06a398214f48c3828abb76379a568a8f","FERM vs VEG",-1.16580448503764,0.0245655598647133,"VEG"
"bc785685d6305d342fcd697689d66767","FERM vs VEG",1.23957704563215,0.027585576664695,"FERM"
"0884f906d395c2d5aec4e6ca3b196924","FERM vs VEG",1.73479665528469,0.00167239481479151,"FERM"
"b7db7f06d081c70ccc6b990ad2731917","FERM vs VEG",-1.26216175356826,0.0211868769963944,"VEG"
"8f9454637e7bc77c046cf213e7adf3c4","FERM vs VEG",1.70327354814495,0.00167239481479151,"FERM"
"e12818528384cc83de2decfdc8749c81","FERM vs VEG",-1.04706261346759,0.0432960918129493,"VEG"
"c9311d50f95f0bb7770d526587bc882f","FERM vs VEG",-1.35893784920382,0.0102119681128337,"VEG"
"815cbc8e77041cbaab0ad79b7d3f3dcf","FERM vs VEG",-1.70409058693619,0.00158227034806278,"VEG"
"1187f4f4744824df4df00e7b301c27a4","FERM vs VEG",0.943622652133643,0.00167239481479151,"FERM"
"e2af01f774d740d5f2f86ee4b594803f","FERM vs VEG",-1.24990216948938,0.0217399043295212,"VEG"
